-33.797836,151.286716
-33.765012,150.884811
-33.894587,151.227127
-33.947903,151.169522
-33.870486,151.211925
-33.917714,151.234699
-33.955017,151.193602
-33.90068,151.255431
-33.766701,151.301125
-33.872764,151.205344
-33.85722,151.209821
-34.067581,150.731703
-33.864188,151.209114
-33.893122,151.273861
-33.853916,151.20934
-33.923162,151.258088
-33.89095,151.279952
-33.770206,150.906348
-33.890548,151.149042
-33.859324,151.211196
-33.880107,151.21612
-33.943223,151.158444
-33.917714,151.234699
-33.788755,150.965973
-33.889209,151.274139
-33.816984,151.003538
-33.802692,151.301716
-33.923262,151.257988
-33.876664,151.207777
-33.864188,151.209114
-33.824319,151.240996
-33.878053,151.203886
-33.788755,150.965973
-33.799189,151.283036
-33.871609,151.20989
-33.878312,151.202727
-33.800709,151.283433
-33.879341,151.219242
-33.813776,150.997939
-33.863253,151.219319
-33.86,151.211
-33.869842,151.137469
-33.856753,151.215497
-33.867982,151.195693
-33.864836,151.207435
-33.835238,150.948929
-33.899106,151.274247
-33.964817,151.252212
-33.87429,151.246673
-33.846609,151.189556
-33.894644,151.237297
-33.881175,151.193954
-33.799477,151.130547
-33.893122,151.273861
-33.793227,151.054016
-33.858609,151.215475
-33.913359,151.150283
-33.90068,151.255431
-33.892528,151.222763
-33.815593,151.286231
-33.96842,151.099762
-33.824161,151.240814
-33.86,151.211
-33.743673,151.318891
-33.869153,151.211086
-33.802571,151.269936
-33.871537,151.202259
-33.839881,151.06862
-33.799477,151.130547
-33.879667,151.205541
-33.820289,151.036694
-33.731529,151.262495
-33.822173,151.148861
-33.95502,151.193622
-33.85152,150.909775
-33.893364,151.136125
-33.90068,151.255431
-33.760168,150.665774
-33.843018,151.240936
-33.920525,151.258244
-33.857328,151.210366
-33.884471,151.201431
-33.880312,151.203897
-33.806823,151.090164
-33.867698,151.212322
-33.861177,151.212258
-33.705706,151.176569
-33.955087,151.193591
-33.894856,150.9344
-33.756406,151.069251
-33.86927,151.206816
-33.813776,151.287703
-33.766106,150.884261
-33.79487,151.195694
-33.855931,151.209458
-33.917714,151.234699
-33.87169,151.19801
-34.06327,150.815322
-33.85132,151.212053
-33.819276,151.056488
-34.091739,151.036083
-34.059334,150.773163
-33.846609,151.189556
-33.854151,151.213988
-33.786549,151.288089
-33.847033,151.063357
-33.883428,151.220888
-34.0167,151.2
-33.848306,151.169752
-33.903625,151.162408
-33.90068,151.255431
-33.886648,151.202194
-33.891114,151.251647
-33.921114,151.257147
-33.806965,150.868978
-33.871537,151.202259
-34.029991,150.850006
-33.856042,151.106644
-33.886224,151.206914
-34.059628,151.021499
-33.872096,151.213255
-33.8575,151.214722
-33.636417,151.332507
-33.900892,151.136183
-33.8596,151.20449
-34.030556,151.172972
-33.858742,151.210158
-33.867368,151.210863
-33.838551,151.106397
-33.946306,151.167822
-33.917714,151.234699
-33.869578,151.207736
-33.856498,151.213547
-33.842029,151.281244
-33.869998,151.196388
-33.880107,151.21612
-33.876928,151.212244
-33.862959,151.283066
-33.880107,151.21612
-33.878164,151.214427
-33.905264,151.269188
-33.889744,151.190543
-33.866034,151.207458
-33.880107,151.21612
-33.802692,151.301716
-33.889682,151.19595
-33.870486,151.211925
-33.848164,151.209991
-33.855876,151.245689
-33.871895,151.211857
-33.870486,151.211925
-33.917714,151.234699
